Comments,HateSpeech
চুদানি হিরো আলমের আগে একটা বিয়ে হইছে ওই সংসারে ওর সন্তান আছে তুই ওর লগে কিসের সম্পক চুদানি বাওর,1
এইটা আরেক মাগী,1
বাংলাদেশ পুটকি লিগের পিও নেত্রি,1
চাটুকারিতা ভালো কিন্তু অতিরিক্ত চাটুকারিতা জীবনের পোঁ মারা গেছে।,0
"বয়কট চঞ্চল,",0
ভালো গান টার গোয়া মেরে দিলো চঞ্চইললা,1
আতিফ আসলামের গান ও হুগা মেরে দিলো,0
বেজ্জতি করা প্রতিভা ,0
হিরো আলম আর কি পাগল তারচে বেশি পাগল হলো এই সালাই,0
এই ধরনের ভিডিও নিয়ে আসলে আনফলো করা হবে আপনাকে,0
এই চরিত্রহীন কে নিয়ে আরেক বেয়াদব ভিডিও বানায়,1
এই বেয়াদবটাকে ছাত্রলীগের কাছে পাঠানো দরকার ছিল,1
তুই সাংবাদিক নামে কলঙ্ক আর এই শালী তো একদম পাগল মেয়ে,1
ওমা এই মেয়ের তো মনে হয় মিরকি,0
মনে হয় হিজরা বেডি,1
হেতিরে মনে হয় কেউ উপরে নিচে রেখে চুদছে,1
এখন সঠিক সময় এসেছে এই দরনের মহিলাদের বিচার করা দরকার৷,0
এত মানুষ মরে বোকাচোদা গুলো মরে না কা,1
একে একটা জলাতঙ্কের টিকা দেওয়ার ব্যাবস্থা করা হোক।,0
সথ্যী বলতে আপু আপনাকে আমার বয়স্ক হিজরা মনে হয়,0
এই শয়তানের কি বাপ মা নাই গজব ডাকা আনে দেশে।,1
এই আপুটাকে লজ্জার ভ্যাকসিন দেওয়া উচিত,0
নিজের চেহারার দিকে চাইয়া দেখেন আপনি,0
"তুম্মারেডা পালতু বেডি,",1
ছাগলের মত ম্যে ম্যে করে কেনো,1
এই মহিলা এতো কিছু করে ও জায়েদ খানের পছন্দ মানুষ হইতে পারলো না (আবচুচ),0
ওই দিকে বোনেরা কত অসহায় আর এই মাগি তামসা করে ,1
সেলুদার টা পারলে মনে করবো অলরাউন্ডার,0
এর চেয়ে দেহ ব্যবসা কর ওপেন বেশি কামাবি,0
সব প্রথম ক্যামেরা ম্যানের পুটকি ভিতর ডিম দেওয়া হক এদের রুচি আছে,1
ওর মুখে কেউ মুতে দেয় না কেন।,1
সয়তানে পুটকি মারলে যা হয় আর কি আওয়াজ,1
এই আসলে খারাপ নাহলে ই রকম করার কারন কি,1
কেউ কি পারছ না ধরে ঠাস করে ভরে দিতে,1
এই খারাপ মহিলাকে এখন ছাএরা আইনের আওতায় আনার জন্য দাবি করা হল।কারন সমাজ নষ্ট হচ্ছে,0
হুদাই মেজাজটা গরম কইরা দিল এই ভিডিওটা আমার কাছে পড়া লাগে মেজাজ গরম হয়ে গেছে ধুর বাল,1
এদের থেকে বাংলাদেশ বাচান। এরা সমাজ নষ্ট করতেছে,0
এরে দেখলেই রাগ উঠে অজাত এক টা,0
জুতা টা কই রে,0
উনি এখনও মানুষ হিসেবে পরিপক্ক হয়নি।,0
এই খানকির পোলারে কেউ থামা ,1
এই সালায় আসতা একটা সুকোর ,1
এই সব কথা শুনে বর্তমান ছেলে মেয়েরা আরো বেশি বদমাশই হচ্ছে আমি মনে করি।,1
করুনায় এতো মানুষ মারা গেল আপনি কই ছিলেন ভন্ড হুজুর ,1
হালা তর লাগি নতুন জুতা কিনছি,0
"তোর যে এতই কষ্ট লাগে আমাদের জন্য, তাহলে তোর বউকে দিয়ে যা আমাদের কাছে। ভন্ড",1
প্রিয় শায়েখ সোদানীর ফুয়ার.,1
আচুদা কত প্রকার ও কী কী.,1
শালা মাদার টোস্ট ভন্ড ,1
এই মাদারবোর্ড এর শরিলে এত কারেন্ট কেন,1
ওরে শয়তান শয়তান আর শয়তানি করে না তুই করো বুঝে গেছি,1
"হালাপ্পো হালা, কই আঁইও তো সিঙ্গেল ",1
রিদয়ে না রে পাগলা এক এক টা ফোটা বিচি তে গিয়া লাগতাছে ,1
হুজুর উঠেন মিয়া খলিফার ইনবক্সে এসএমএস ড্রপ করতে হবে ,0
আরে রে রে আমার শরীর জলতাছেরে ইরারে দেইখা।,0
তুই বুজি এগিন ওয়াজ করছ ছি  শরম লাগে,1
অরে কেউ থামা ভাই শালা অতিরিক্ত করে ফেলতেছে ,1
হের কি মা বাফ নাই।কেউ ওর দাইত্য নিয়া পাবনায় ছেরে আসেন।,0
হুজুর রে শয়তানে দরছে,0
খাচ্চোর বেডা ,1
দেখলেই রাগ উঠে যায়। ,1
হায়রে এ কোন দুনিয়ায় আসলাম রে,0
পাডা,0
ধর্মীয় পোশাক পড়ে এই ধরনের কথা বলার জন্য তাকে আইনের আওতায় আনা হোক।,1
"চুদিরপুত রে যদি একটু থাপরাতে পারতাম খুব শান্তি লাগতো, দেখলেই শরীর টা জ্বলে",1
হযরত ওমর ফারুক রাদিয়াল্লাহু আনহার এর জামানা হলে আগে তোর গর্দান নিত। শালা ভন্ড।,1
আইই সালা শুয়ারের বাচ্চা একটা ,1
"পাডার পাডা,",1
তুই আর কত ছাগলামি করবি,1
হেডা বোকাচোদা হুজুর,1
এগুলা বদমাইশ হুজুর,1
"ভাইরে, এই নটির পোলা ভণ্ডের বাড়ির ঠিকানাটা আমায় দে। যাইয়া দুইটা স্যান্ডেলের বাড়ি দিয়া আসি।",1
হেতে বলে একজন আলেম এতো মানুষের কাতারেও পরেনা,0
পাডারে দেখলে রাগ উঠে।,1
কোন দিন যে মাইর খায় তে।,0
"আমি যেরকম টা বলে থাকি, ঠিক একইরকমভাবে এই বদমাইশ টুপিওয়ালারে সবাই খানিকের ছেলে বলে",1
"টুপিটা খুইলা কথা বল বেয়াদব টুপি অপমানিত হচ্চে,",1
হোগামারা হুজুর,1
"মানুষকে অপচ্চন্দ করতেই পারেন, তার জন্য আপনি কাউকে নেংটা করতে পারেন না",0
এটা নাচ নাকি অশ্লিলতা?,1
ভাই আপনি তো দুধের কারখানা দিছেন কয় টাকা লিটার বিক্রি করছেন ,0
এই জন্যই ধরসীতা হয় সমাজের কলঙ্ক,1
বালের নাচ,1
এখানে হাসির কি হলো আমারতো মেজাজ খারাপ হয়ে যাচ্ছিল।,0
দোয়া করি সে যেন তোমার মত এতটা অসভ্য ও নির্লজ্জ না হয়।,0
তোমার বোনকে বুইরার সাথে বিয়ে দিওনা কারন বুইরা তোমার বুদার বিস মারতে পারে নাই,1
আমি কোনো দিনই তাকে খুনি বলবনা,0
হোগা ভর্তি অ্যাটিটিউড।,1
এইটা নাটক করতেছে বস্তির মেয়ে আল্লাহ বিচার করুক এদের,1
বাবা মা ছাড়া সন্তান হলে যা হয় আর কি ,1
পুকটিত কারেন্ট বেশি,1
"মনে হয় পিছন দিয়া, পুটকি তে কেউ গুতানি দিতাছে, তাই ওইরকম চিল্লাইতেছে,",1
মোর ধারে একদিন পাঠা আর আতে কাটতে ভালো লাগে না,0
"অজুটা যেহেতু ভেঙ্গে গেছে, চুতমারানি কে গালি না দিয়া আর পারলাম না ",1
দের কিছু বলারও রুচি নেই,0
ভুবাই মরিচ দেওয়া দরলার ভাই. ,0
এটা কোনো সুস্থ মস্তিষ্কের মানুষের কাজ হতে পারে না।,0
এদের বয়কট করা হোক।,0
ফালতু মেয়ে এগুলা এরা বুঝবেনা মানুষের কষ্ট,1
দুনিয়া উল্টে যাবে তাও কিছু অসভ্য বেডি মানুষের নাচোন কোদন থামবে না,1
ফালতু ছেরিরা,1
রাস্তার মেয়ে এগুলো,1
এরা নিঃসন্দেহে জানোয়ারের বাচ্চা ,1
জানোয়ারের বাচ্চা গুলা,1
অসুস্থ মস্তিস্কের মানুষ,1
এডি কি অমানুষ পারিবারিক শিক্ষার অভাব।,1
বস্তি সবগুলা,1
মাগী,1
অসুস্থ মস্তিষ্ক। এদের জোনি পথে জোক লাগুক,1
দোয়া করি দ্রুতই এসব লোকজন ধ্বংস হোক ,0
এরা মানষিক নেশাগ্রস্ত রোগী হয়ে গেছে,0
দারুন কানকি,1
হাত দিয়ে পমপম চিপে কেনো ,0
চুতমারানিরা,1
তোর ভিতরের পানি পচে গেছে এটা সত্যি কথা সেই পচা পানিতে পোলাপান হাবুডুবু খেতে চাই এটাও সত্যি কথা,0
এসো আমার কাছে ৭ মিনিটের জন্য একটা গুতা দিব শুধু।,0
"ভাইয়ের বাড়ি আমার বাড়ি কিন্তু কাছাকাছি, বোদাতে। তুমি চাইলে আমার বাসায় এসে কিন্তু থাকতে পার",1
মাঝরাতে নাইট ক্লাবে দুর্ঘটনা ক্রমে কনডম ছিঁড়ে জন্ম নেওয়া কুলাঙ্গার গুলাই আজকের ছাত্রলীগ ,1
"মাইক্রোফোন ধরার স্টাইল দেখেই বোঝা জায়, তুই ভালো চুষতে পারো, না মানে ললিপপ",0
এত মজা কোথায় যে পায়।মানুষের কষ্ট দেখে তামাসা খুবই লজ্জাজনক।,0
এই মাদারচোদের বিচার হইবো কয়েকদিন পরে,1
সব শালারা ভুলে গেছে।,1
রামছাগলের বাচ্চা,1
ছেলেরা শুধু মেয়েদের দেহকে ভালোবাসে,0
বড়ই লজ্জাজনক,0
না না তুই যে বোকাচোদা তোর বাড়ির লোক জানে কাংলু ,1
"পুরো এশিয়ার মধ্যে সবচেয়ে বেয়াদব দেশ ভারত, কোন দেশের সাথে তাদের সম্পর্ক ভালো না,",1
 এই চুদির ভাই ইন্ডিয়া তে ডাইভার্ট করবি? শালা চোদনা ভিখারি সবাই মিলে যদি মুতি তাহলে ডুবে যাবি,1
মানুষ কত অমানুষ সেটা প্রমাণ পাওয়া গেছে ,1
ভাই গরুর মুত খাওয়া জাতির সাথে নিজেদের তুলনা করার কোনো মানেই হয়না ,1
"নির্লজ্জ তো আমরা, এখনো দেখছি এই ফালতু সিরিয়াল",1
ফালতু নাটক,1
এই নাটক টা এখনো শেষ করে না কেন। বাজে নাটক একটা,1
ফালতু গল্প যোগ করছে দিন দিন,0
ফালতু নাটক এমন বেহায়া নাটক আর  নাই,1
এই ফালতু সিরিয়াল বন্ধো করেন।,1
তর গুষ্টিরে চুদি,1
"হিজড়ারা যেমন কিছু করতে না পারলে, কাপড় খুলে দেয়, ভারতও ঠিক তেমন কিছু করতে না পারলে, বাঁধ খুলে দেয়।",0
"খনিকের পোলারা ওয়েট কর, তুগো বাঁধ হেডার ভিতরে দিয়া ভরে দেমু!",1
আমি বলি তাদের জন্মের ঠিক নাই!,1
"এই সেই কুলাঙ্গার। এর বিরুদ্ধে আওয়াজ তুলুন, সোচ্চার হোন",1
এরা কীসের শিক্ষক এরা হলো ধর্ষক এদের শিক্ষক বললে শিক্ষক দের অসম্মান করা হবে,1
শুধু পদত্যাগ নয় আইনের আওতায় আনা হউক,0
"ওকে জবাই দেন, না পারলে আমার হাতে তুলে দেন",1
মানুষের মধ্যে পশু বাস করে মনুষ্যত্ব না,0
ওরে ধরে ওর লিঙ্গ কেটে দেওয়া হোক,0
এদের বিরুদ্ধে ব্যাবস্থা নেবার এখনোই সময় আইনের আওতায় আনা উচিত,0
ডিরেক্ট শুট করে অথবা প্রকাশে পাথর মেরে হত্যার দাবি জানাচ্ছি,1
এই কুত্তাকে জনগণের হতে তুলে দেওয়া হোক,1
কুত্তার বাচ্চাকে ঐ স্কুল থেকে জুতার মালা পড়িয়ে বের করে দেয়া হোক।,1
এই কুলাংগার এর দ্রত শাস্তির দাবি জানাচ্ছি,1
ওরে চরম শাস্তির আওতায় আনা হউক।,0
ওদের কে সর্বোচ্চ শাস্তি দিতে হবে,0
কুলাঙ্গারটার বিচার হইছে আজকে ,1
ওকে গণধোলাই দিয়ে সেনাবাহিনীর কাছে বিস্তারিত বলুন,1
"না জানি আরও কত আছে এর স্বীকার, একে জীবন্ত পুতে ফেলা উচিত",1
কতটা কষ্ট নিয়ে কথাগুলো বলেছে। অকৃতজ্ঞ আর অসভ্য জাতি আমরা ভাই।,1
 অসভ্য দেখেইতো তো এই সব ভোট চোরদের নিয়ে আনন্দ উল্লাস করেন।,1
"এ জন্য গযব নাযিল হচ্ছে, নর্তকী হওয়ার জন্য ইন্সপাইয়ার করছে। স্টুপিড।",1
তুই দেশটারে খাইছো দালাল,1
এরা এমন ভাব করে মনে হয় সরকার তারা যতো সব ফালতু. আমাদের নিয়া নাটক শুরু করছে,1
শালারা যার লাইগা চুরি করছো তারাই কয় চোর। এহন বোঝ ঠেলা।,1
এসব ভুয়া দের পদত্যাগ চাই,1
তোর কপালে ঝাড়ুর বারী,1
ওরে চিটার ওরে বাট পার,1
ওরে আমেরিকার দালাল,1
ইহুদি বাদী ওরে নাস্তিক ওরে মুসলমানদের দুশমন,1
ওরে বাংলাদেশের মানুষের দুশমন।,1
কত শান্তিতে ছিল মানুষ তোদের জন্য আজ দেশের মানুষ অসহায় হয়ে রাস্তার উপর বসে আছে ,1
এই বাংলাদেশের মাটিতে তোমাদের বিচার হবে ইনশআললাহ।,0
বাল ছেঁড়া নেতা হয়েছিস তুই,1
"দুইদিন চেয়ারে বসে কি বালান নিতে হবে তুই, তুই নিজে ওয়াজ যুক্তিহীন আন্দোলন করে বাংলাদেশের ক্ষতি করেছি ",1
" স্টুডেন্টরা এটে সাথ দিয়েছে, কিন্তু এখন তারা বুঝতে পারছে যে তুই ঘুষখোর টাকা খেয়ে এসব করেছিস পদে বসার জন্য, ",1
বাল ছেড়া নেতা জুতোর বাড়ি যখন খাবি টেরও পাবি না কোন সাইট দিয়ে দেশ ছেড়ে পালাবি,1
হেডার সম্বনয়ক তুমি,1
একটা নর্তকী ও আরো ভালো,1
ঠোট না কুত্তার পোদ,1
ছি ছি ছি ছি! আন্দোলনে যত মেয়ে ছিল সবগুলি মেয়ে রাতের রানী ছিল।,1
কোন সঠিক মায়ের সন্তান এমন কুৎসিত পোশাক পরে না,0
কি এক বেশ্যা সে এখন ফেসবুকে পুরা ট্রেন্ডিং  কাপায় ,1
সেক্সি লেডি খাটে জমবে।,1
বি এন পি খান কির পোলা এডিট করা,1
পুটকি টা ঠান্ডা করার মতো মানুষ পাইলাম না,1
খানকির মাকে চুদি আপনি একটা শব্দ বোমা মারুন ,1
এরে চোদার দরকার ,1
চুদনে পড়লে যা হয়।,1
"এটাই হলো, ক্ষমতার অপব্যবহার স্বৈরাচারী কায়দায় ক্ষমতার অপব্যবহার।",1
প্রমানিত হলে শুধু পদত্যাগেই শেষ এত সহজ। ওনাকে বিচারের মাধ্যমে কঠিন শাস্তির ব্যবস্থা করতে হবে।,0
ওদেরকে আইনের আওতায় এনে ডিম থেরাপি দেওয়া হোক ,1
দুর্নীতিবাজ ডাক্তার,1
তদন্তের গুষ্টি কিলাই ব্যাটা আগে চিকিতসা করো,1
রনি চরম বেয়াদবি করতেছে তাকে আইনের আওতায় আনা হোক,1
এই ডাক্তার নামক হিংস্র পশুটাকে আজীবন ডাক্তারী পেশা থেকে নিষিদ্ধ করা হোক,1
মিথ্যা বাদী পেনচোদা পেন্দিলাল,1
সেটের বাল রনি সেও নেতা হয়ে গেছে না আমার চ্যাটের বাল,1
তুমি কি পাগল চুদা নাকি।,1
বিকারগস্ত বেয়াদব।,1
"তুমি কন্ডম ফুটো করে যেমনে ডুকছো, তেমনি ডুকছে গুলি",1
ইতিহাযের সেরা মিথ্যা বাদি,1
বিকৃতমস্তিষ্ক। মিথ্যাবাদী,1
শালীর ঘরের শালী চোরের ঘরের শালী চোর মিথ্যাবাদী,1
দিনরাত খালি মিথ্যা কথা ,1
পানি ডোকেছে মিথ্যা বাদী সয়তান,1
"বাবামার মুখে চুনকালি লাগাতে একজন কুলাঙ্গার সন্তানই যথেষ্ট, যার উদাহরণ এই মহিলা",1
তাঠিক ঘরে না ঢুকে পশ্চাদাশে ঢুকলে যুক্তি্যুক্ত হত!,1
"চুপ, মিথ্যাবাদি",1
কুত্তার বাচ্চা অসম্ভব খারাপ ,1
মিথ্যুক শয়তান।,1
"পিস্তল দাও, তোমার কাপড় ছেদ করে পুটকিতে কিভাবে ঢুকে নিজেই দেখতে পারবা।",1
শয়তানের বাচ্চা বেয়াদব,1
এই ফেরাউনের বাচ্চা,1
"এ দেশ চালায়ছে কেমনে, মাথায় গু আছে",1
বেদম গালি দিতে ইচ্ছে হচ্ছে,1
তুই আয় খনিকের মেয়ে তোরে আয়না ঘরে রাখা হবে,1
এইটারে পুটকি দিয়ে ডিম ঢুকালে দেখতে পারতো গুলি কিভাবে গেছে,1
তোর নাংগেরা গুলি কোরেছে তোর নাং হলো পুলিশ,1
"শেখ কামাল ধর্ষক ছিলো কিনা সঠিক জানিনা তবে সে যে ব্যাংক ডাকাত ছিলো এটা সঠিক,",1
"তোদের আম্মার ভুদায় থাকে, এবং ঐ ভুদা থেকেই এলো",1
"তোর নুন্যতম লজ্জা থাকা উচিত, অসময়ে সে রাজপথে সবার আগে ছিলো আর তুই চোতমারানি একটা পোস্ট ও করতে পারস নাই নিজের আইডি হারানোর বয়ে,",1
এখন আসচস উনারে রোস্ট করতে ছি ছি ,1
রোস্টার দের ব্রেইন এজন্য ই পুটকিতে থাকে,1
খানকি আন্দোলনের সময় কোথায় ছিলি এখন বাঁশ দিতি আসছোচ,1
ধোন টা খাড়াইছিলো কিন্তু ওর ভিডিও দেখে ঘুমাইয়া গেছে.,1
এর কপালে বোকাচোদা লেখা নাই তো এর কপালে মানুষের চোদা লেখা আছে,1
বাংলার মাগী হোটেলে যে হুগা পেতে দেওয়া এক ব্যবসায়ী,1
এই বাল ছাল ভিডিও কেন সামনে আসে রে,1
খানকি কে আমার হাতের ছেড়ে দেন,1
এ কে দেখলেই আমার মনটা যা বলতেছে একটা অভদ্র,1
শাহবাগের চুতমারানি আইছে রাজরাণী হইতে,1
এইটা রানী না চুতমারানী.,1
আরে ভাই তুই একটা বড় খারাপ তুই আন্দোলনের সময় কোথায় চিলিরে,1
না ভাগ্নি কন্যা তুমিই বোকাচোদা,1
এমন চুদন দিবো চিল্লাইতে গেলেও ব্যথা পাবে,1
দুই তিনটা লাইক বিও কারণে  এক মেয়ে আরেক মেয়ের অপমান করতে আপনার লজ্জা করে না,1
হয় আন্নেরে ঠ্যাশি হোদাইছে ,1
ফেলে দিল চোদনা ,1
তুই তো আর মাগী বেশি,1
থু থু থু থু ওর মুখে,1
"মাথা জান্নাতে গেলেই হবে, পুটকি জাহান্নামে গেলে যাক।",1
শালা পিচ্চি মাঝখানে ডিস্টার্ব করে দিছে ,1
ভাই এই বেডি মানসিক ভারসাম্য হারিয়ে ফেলেছে অসভ্য,1
"সবাই মোনাজাত ধর, আরে চুদির ভাই  মোনাজাত ধর",1
তোমার পুটটি দিয়া গরম ডিম ডুকানো উচিত মাগির বাচ্চা,1
তারে বাঘের খাঁচায় রাখা হোক যেন জীবন্ত মৃত্যু নিশ্চিত হয়,1
অমানুষ এরাই প্রকৃত রাজাকার! এই দূর্যোগের মধ্যে ও ওদের ব্যাবসা করা লাগবে এতো লোভ!,1
যারা এসব কাজ করে তাদেরকে আইনের আওতায় আনা হোক ,1
"থাপ্পড়ানো উচিত, দলে বলে কৌশলে মানুষকে হয়রানি করতাছে। এই সবের বিরোধিতা করচ্ছি ছি মানুষ ",1
মানুষ রুপি নরখাদক ,1
আশেপাশে লাঠি থাকলে শুরু করে লাঠি চার্জ। নির্লজ্জ জাতি এরা। এদেরকে ছাড় দেওয়া যাবে না,1
এদের আইনের আওতায় এনে দৃষ্টান্তমূলক শাস্তির সম্মুখীন করা হোক কারণ এরা মানুষ না জানোয়ার থেকেও অধম,1
মোবাইলে চার্জার ওর পুটকিতে ডুকিয়ে দিয়ে ওকেই চার্জ দেয়া হোক ,1
শামীম ওসমান এর সর্বোচ্চ শাস্তি হওয়া  চাই,0
এই চোরের ফাঁসি চাই,1
কুত্তার বাচ্চাকে যথাযথ শাস্তির আওতায় আনতে হবে ,1
বাচ্চা পোলাপান দিয়ে পুটকি মারানো হোক চাচারে নটির পোলায় খুব বারছাল,1
শালা কিছু হলেই বলতে রাজাকার তুই রাজাকার,1
বন্যার পানিতে চুবিয়ে মারা হোক ,1
ধন ডুকিয়ে দে ওর মুকে,1
খাচ্চোর বেডি মানুশ,1
সালি মাল খোর,1
আমার নু নু শক্ত আমি রোস্ট আপির ভক্ত ,1
নির্লজ্জ বেহায়া মহিলা একটা,1
প্রেমে পড়ি নাই তবে চুদতে মন চাইছে ,1
বাঘিনী ধর্ষক কে ধর্ষন করে দাও,1
আস্তাগফিরুল্লাহ আস্তাগফিরুল্লাহ বেডি বেডি ,0
"দূর মিয়া, এসব ভিডিও দিয়া আমাদের নষ্ট করতাসেন।",0
এরা সমকামিতা প্রমোট করতে চায় এদের আইনের আওতায় আনা দরকার।,0
ভাই তুমার ভিডিও দেখে আমার টাইমের পুংগা মারা গেছে,1
ভাইয়া নুনুটা সিওর দারায়ছে আপনার,1
এইসব ভিডিওতে সমাজ নষ্ট হয় কোন শিক্ষা নিয়েও তো ভিডিওই নয় ,1
তুই আসলেই বুকাচোদা একটা,1
"আচ্ছা এরা কোথায় থেকে আসছে, বেডি বেডি ছি ছি ছি",1
ভাই তুমি নষ্ট,1
জিহাদ ভাই এক নাম্বারের একটা মাদার চোদ সরি মাদার বোট দেখছিলা ,1
মুজিব অত্যন্ত নিচু প্রকৃতির লোক ছিল ,1
বুঝলাম না ভারত কি সব কুলাঙ্গার আর অপরাধীদের আশ্রয়স্থল?,1
তাদেরই লোক কিন্তু তাকে খেয়ে দিলো,0
দুই টা দুধ নিয়ে কত নাটক চোদাও তোমরা।,1
"পোলাপান যে এত্ত জাউরা কেমনে হয়,",1
এতো দিন একে মেয়ে ভাবা বোকাচোদা আমি,1
এটা কি মামু? বাটপারি বাদ দাও,1
"আরে বলদ, যোগ্য হ আগে",1
"যারা তাকে নিয়ে বাজে কথা বলতেছে, তারা সবাই জারজ",1
এভাবে নাচা সমাজের জন্য খুবই  লজ্জা জনক আল্লাহ হেদায়েত দে,0
লুচ্চা ভিডিও করিছে একজনের ছিছি,1
ফালতু গাজা খেয়েছে নাকী ফালতু মেয়ে আল্লাহ ওকে দান করুন।,1
ডেষ মারানির পুততোমার মা এক কাপড়ে পালাইছে?,1
এই বাড়োয়ার বাচ্চা কই থাকে অতি দ্রুত ওকে ধরার চেষ্টা করো ধরে বাকিটা কি করার কর।,1
তোমাকে আদর্শ শিক্ষা দেয় নাই কুলাঙ্গার,1
নটির ছেলে দূরে থেকে লাফাইয়া লাভ নাই দেশে আসো খেলা হবে,1
দৌলদিয়ার প্রডাক্ট,0
তোমার মুখের ভাষাই বুঝায় যায় তুমি আওয়ামী লীগের কনডম ছেড়া জন্মের।,1
অশিক্ষিত বর্বর বেয়াদব কোথাকার,1
দেশের বাহিরে থেকে তো কতই না বাল ছিড়া যায়। ,0
এদের বাড়ি পরিবারের খবর লও কেউ  তার গোয়া লাল করতে হবে,0
বেয়াদবের বাচ্চা তুই কে রে একজন সম্মানী ব্যক্তি কে এভাবে কথা বলা,1
বুঝতে পারছি তুই লীগের বেজরমা মাদার চূদ।,1
তুমার কানের এন্টিনার ঠিক আছে ওটা দেখ চুদির ভাই আফসোস লীগ ,1
তোমার ব্যবহারে বুঝা যাচ্ছে যে তুমি হাসিনার অবৈধ সন্তান,1
গালাগালি করস কেনো খানকির ছেলে! ,1
সাহস থাকলে সামনে গিয়া আব্বা ডাইকা দেখা! দালাল মাদরচোদ!,1
"গাধার বাচ্চা পরে দুই লাইন শুনিস নাই, কে বলেছে কে বলেছে সরকার সরকার,",1
"বলদ, জনগণকে উস্কে দিয়ে দশ দিনের মধ্যে একটা সরকার একটা দেশের উপর ইয়ে করে ফেলবেন জানোয়ার",1
হারুন একটা ঠান্ডা মাথার খুনী,0
বেহায়াপনা বন্ধ করতে বিশবিদ্যালয় প্রশাসনের পদক্ষেপ কামনা করছি।,0
আওয়ামীলীগ আসলেই একটা বোকাচোদা,1
চরম ভুল করছে বেয়াদব মহিলা এইসব মহিলার কারণে না দেশটা একদম অবস্থা খারাপ,1
এই মহিলা অরজিনাল ভেন্ডিখোর,0
এই বেয়াদব কে এই দেশে রাখার কোন দরকার নাই,1
"হ, তোর সাউয়া সেলাই কইরা দিয়া সমান বিচার করা হইবো, থেতলিয়ে দেওয়া উচিত,",1
হেতির হেডাদি একটা বাশ ডুকাই দিয়ে দাড়াই করে রাখলে ভালো হবে।,1
বদমাশ বেটিরে ক্রসফায়ার করে মারে না কেন,1
এই মহিলার সাউয়া সুপার গুলু দিয়ে বন্ধ করে দেয়া হোক,1
ভয়ংকর বেয়াদব মহিলা,1
এই বেডির ভাতারের অভাব নাই,1
লুচ্চা সালমান মুক্তাদির এখন সাকিব আল হাসানকে জ্ঞান দেয়।,1
ছি ছি সালাম মুক্তাদির,1
এই মাগির পুয়া সাকিব কে নিয়ে কথা বলে।,1
এই জন্য নষ্ট হইলো মা মেয়ে দুইটা সেইম মনে হয়,1
লোকটি অত্যন্ত হিংসুটি। এবং খারাপ লোক। ,1
সব সময় তিনি বিরোধীদের গালাগালি করতেন।,0
এই মাইয়াও তো সেই কুত্তার বাচ্চার কাতারের,1
এদের জন্ম ঠিক নাই এর মা হতভাগা,1
বেয়াদব এই বেষসাহ মহিলা,1
শাকিব খান মুইত্তা দিলে ও শরবত মনে করে খেয়ে ফেলবে আপু।,1
বাজে মহিলা,1
ইডিটের মায়রে বাপ,1
মুতে দেওয়া ভালো বাসা আহা,1
এই বস্তির পোলা এই সময় তোরা গান-বাজনা নিয়ে ব্যস্ত থাকে,0
অপু দালাল না কি,0
হেডার হোলা আবার এমপির জন্য দারা মাধারসোদ কথা বলতে পারেনা,1
পাডি আর পাডা,0
আরে ফকিননির পোলা আর কত কি দেখায়বি,1
বান্দির পুতেরা সবসময়ই এইসব খবর নিয়ে আছে,1
"বাংলাদেশের অধিকাংশ সাংবাদিক কুত্তারর বাচ্ছা, এদের নিয়েএ সংবাদ করা লাগের এদের,",1
এদের চেয়ে লজ্জাহীন লোক এই সাংবাদিক,1
বিয়ের আগে যৌন মিলন হয়ে গেল,0
দুই বারো বাতাবি একসাথে এক বাতাবি আরেক ভাতারের প্রশংসা করে,1
এই বেহাইয়াদের আইনের আওতায় এনে দ্রুত বিচার করা উচিত,1
বেয়াদব মেয়ে তানিশা,1
হ বোন বান্ধবীর ব্যবহার করা ধোন ও নিতে পারে ,1
"বাচ্চা কি ভয় পাইতাছে, বেয়াদব মহিলা মহিলা কে আইনের আওতায় আনা হক",1
"ডিবি হাউন আঙ্কেল ছিলেন নায়িকাদের একমাত্র ভরসা এবং খেলার সাথী,",0
জালিমের আবার নাটক,1
এদের কি লজ্জা করে না এমন করতে।।ভাই আমার ইত লজ্জা লাগছে,0
"ছি ছি ছি,  এদের বাবা মা কেমন, ",1
এগুলো শিক্ষার্থী নাকি বস্তি থেকে ভাড়া করে আনা ,1
কিছু আবাল চুদা লোক আছে যখন আন্দোলন করছে তখন বাহ্ বা দিছে,1
কি বাল বলে,1
৩ ইনছি ধোন এতগুলা নায়িকা কে কিভাবে রাখছে,1
অশ্লিলতা থেকে যেন সরে আসেন।  আপনার জন্য দোয়া করি আমি,0
মানুষ এতো নির্লজ্জ হয়?  ছিঃ ছিঃ,1
এদের কি বাপ ভাই নেই কেউ দেখে নাহ ,0
দুধ দেখানোর জনো বের হইছে নিল লজোর কি হইলো,1
আপনি নিজেও নির্লজ্জ তা নাহলে এধরনের ভিডিও  ছড়তে পারতেন না।,1
বাংলাদেশ পুটকি লিগের পিও নেত্রি,1
বেহায়া মা বাপের বেহায়া অতিথি দিয়ে কি করবে এ জাতি,1
বাল এর ভিডিও,1
পুটকি দিয়ে বাহির হবে  সামনে দিয়ে আসবে না চিপা বেসি,1
এরা যেমন বেজন্মা এদের ঘরেও বেজন্মা হবে,1
ওদের মতো নির্লজ আর কেও হয় না,1
চোদাইয়া মুড়ি খাও,1
